Age of House (in Years) (bin),Condition of the house,Living area after renovation 2,Renovation Age Group,Renovation Status,Sale Price (bin),Years Since Renovation (bin),Zipcode Group,Age of House (in Years),Area of the House from Basement (in Sqft),Basement Area (in Sqft),Condition of the House Excellent,Condition of the House Fair,Condition of the House Good,Condition of the House Okay,Count of Sales Price,Ever Renovated Yes,Flat Area (in Sqft),Latitude,Living Area after Renovation (in Sqft),Longitude,Lot Area (in Sqft),Lot Area after Renovation (in Sqft),No of Bathrooms,No of Bedrooms,No of Floors,No of Times Visited,Number of records,Overall Grade,Sale Price,Total Records,Waterfront View Yes,Years Since Renovation
0,Excellent,Large,0,Recently Renovated,659950,0,00000,4,3510,0,0,1,0,0,1,0,3510,47.4827,3550,-122.131,9400,9429,2.75,4,2,0,1,9,659950,1,0,0
0,Excellent,Large,0,Recently Renovated,659950,0,00000,4,3550,0,0,1,0,0,1,0,3550,47.4827,3550,-122.131,9400,9421,2.75,4,2,0,1,9,659950,1,0,0
0,Excellent,Large,0,Recently Renovated,799950,0,00000,4,3110,0,0,1,0,0,1,0,3110,47.705,3590,-122.126,6050,6054,2.75,4,2,0,1,9,799990,1,0,0
0,Excellent,Medium,0,Recently Renovated,649000,0,00000,4,3130,0,0,1,0,0,1,0,3130,47.4823,1570,-122.124,9711,10500,2.75,4,2,0,1,9,649000,1,0,0
0,Excellent,Large,0,Recently Renovated,814950,0,00000,4,2990,0,0,1,0,0,1,0,2990,47.7107,2910,-122.11,6626,5533,2.75,4,2,0,1,9,814950,1,0,0
0,Excellent,Large,0,Recently Renovated,779950,0,00000,4,2990,0,0,1,0,0,1,0,2990,47.7101,2990,-122.108,4298,4837,2.75,4,2,0,1,9,779950,1,0,0
0,Excellent,Large,0,Recently Renovated,859950,0,00000,4,3520,0,0,1,0,0,1,0,3520,47.6181,3340,-122.056,5500,5500,2.75,4,2,0,1,9,859990,1,0,0
0,Excellent,Large,0,Recently Renovated,849950,0,00000,4,3300,0,0,1,0,0,1,0,3300,47.6175,3520,-122.056,4987,5453,2.75,4,2,0,1,9,849990,1,0,0
0,Excellent,Large,0,Recently Renovated,888950,0,00000,4,3540,0,0,1,0,0,1,0,3540,47.6181,3540,-122.056,5500,5500,2.75,4,2,0,1,9,888990,1,0,0
0,Excellent,Large,0,Recently Renovated,895950,0,00000,4,3555,0,0,1,0,0,1,0,3555,47.6847,3625,-122.017,6565,5637,2.75,4,2,0,1,9,895990,1,0,0
0,Excellent,Large,0,Recently Renovated,839950,0,00000,4,3660,0,0,1,0,0,1,0,3660,47.6845,3625,-122.017,5637,5639,2.75,4,2,0,1,9,839990,1,0,0
0,Excellent,Large,0,Recently Renovated,790500,0,00000,4,3350,0,0,1,0,0,1,0,3350,47.6849,3625,-122.016,5416,5637,2.75,4,2,0,1,9,790500,1,0,0
0,Excellent,Large,0,Recently Renovated,565000,0,00000,5,3260,0,0,1,0,0,1,0,3260,47.4812,3260,-122.123,4900,6132,2.75,4,2,0,1,9,565000,1,0,0
0,Excellent,Large,0,Recently Renovated,952950,0,00000,5,3550,0,0,1,0,0,1,0,3550,47.7076,3140,-122.115,6558,5617,2.75,4,2,0,1,9,952990,1,0,0
0,Excellent,Large,0,Recently Renovated,869950,0,00000,5,3140,0,0,1,0,0,1,0,3140,47.5923,3500,-122.058,7928,7055,2.75,4,2,0,1,9,869950,1,0,0
0,Excellent,Large,0,Recently Renovated,572000,0,00000,6,2700,0,0,1,0,0,1,0,2700,47.4831,2840,-122.135,7992,7992,2.75,4,2,0,1,9,572000,1,0,0
0,Excellent,Large,0,Recently Renovated,850000,0,00000,6,3320,0,0,1,0,0,1,0,3320,47.5607,3400,-122.031,5559,6854,2.75,4,2,0,1,9,850000,1,0,0
0,Excellent,Large,0,Recently Renovated,743000,0,00000,6,3410,0,0,1,0,0,1,0,3410,47.6931,3420,-122.022,5838,7048,2.75,4,2,0,1,9,743000,1,0,0
0,Excellent,Large,0,Recently Renovated,579950,0,00000,7,2460,0,0,1,0,0,1,0,2460,47.4828,3110,-122.133,8643,8626,2.75,4,2,0,1,9,579950,1,0,0
0,Excellent,Large,0,Recently Renovated,799000,0,00000,7,3340,0,0,1,0,0,1,0,3340,47.709,3240,-122.118,5677,5643,2.75,4,2,0,1,9,799000,1,0,0
0,Excellent,Large,0,Recently Renovated,750000,0,00000,7,2810,0,0,1,0,0,1,0,2810,47.7081,2990,-122.116,5497,5842,2.75,4,2,0,1,9,750000,1,0,0
0,Excellent,Large,0,Recently Renovated,800000,0,00000,8,3120,0,0,1,0,0,1,0,3120,47.594,3200,-122.062,5000,5000,2.75,4,2,0,1,9,800000,1,0,0
0,Excellent,Large,0,Recently Renovated,760000,0,00000,8,3090,0,0,1,0,0,1,0,3090,47.6057,2960,-122.047,5859,5250,2.75,4,2,0,1,9,760005,1,0,0
0,Excellent,Large,0,Recently Renovated,780000,0,00000,8,3420,0,0,1,0,0,1,0,3420,47.6962,3450,-122.023,6787,6137,2.75,4,2,0,1,9,780000,1,0,0
0,Excellent,Large,0,Recently Renovated,515000,0,00000,9,2700,0,0,1,0,0,1,0,2700,47.5209,2700,-121.874,5150,5747,2.75,4,2,0,1,9,515000,1,0,0
10,Excellent,Large,0,Recently Renovated,730000,0,00000,10,3800,0,0,1,0,0,1,0,3800,47.7368,3400,-122.208,9606,9677,2.75,4,2,0,1,9,730000,1,0,0
10,Excellent,Medium,0,Recently Renovated,718500,0,00000,10,2840,0,0,1,0,0,1,0,2840,47.7029,1840,-122.171,8800,7700,2.75,4,2,0,1,9,718500,1,0,0
10,Excellent,Large,0,Recently Renovated,658000,0,00000,10,3310,0,0,1,0,0,1,0,3310,47.521,3200,-121.877,6166,7027,2.75,4,2,0,1,9,658000,1,0,0
10,Excellent,Large,0,Recently Renovated,637000,0,00000,11,2900,0,0,1,0,0,1,0,2900,47.7368,2900,-122.232,5803,6212,2.75,4,2,0,1,9,637000,1,0,0
10,Excellent,Large,0,Recently Renovated,600000,0,00000,11,2950,0,0,1,0,0,1,0,2950,47.7368,2940,-122.231,5803,5803,2.75,4,2,0,1,9,600000,1,0,0
10,Excellent,Large,0,Recently Renovated,800000,0,00000,11,3260,0,0,1,0,0,1,0,3260,47.5395,3450,-121.997,5000,6218,2.75,4,2,0,1,9,800000,1,0,0
10,Excellent,Large,0,Recently Renovated,800000,0,00000,11,3250,0,0,1,0,0,1,0,3250,47.5398,3920,-121.997,5500,6000,2.75,4,2,0,1,9,800000,1,0,0
10,Excellent,Large,0,Recently Renovated,535000,0,00000,12,3070,0,0,1,0,0,1,0,3070,47.4897,2880,-122.147,7201,8364,2.75,4,2,0,1,9,535000,1,0,0
10,Excellent,Large,0,Recently Renovated,587000,0,00000,12,3190,0,0,1,0,0,1,0,3190,47.523,3240,-121.877,8737,7131,2.75,4,2,0,1,9,587000,1,0,0
10,Excellent,Large,0,Recently Renovated,780000,0,00000,12,3050,380,0,1,0,0,1,0,3430,47.7079,3070,-122.106,6500,6802,2.75,4,2,0,1,9,780000,1,0,0
10,Excellent,Large,0,Recently Renovated,594000,0,00000,13,2720,0,0,1,0,0,1,0,2720,47.7352,2830,-122.223,4613,4836,2.75,4,2,0,1,9,594000,1,0,0
10,Excellent,Large,0,Recently Renovated,788600,0,00000,13,3500,0,0,1,0,0,1,0,3500,47.6818,3920,-122.025,7200,7666,2.75,4,2,0,1,9,788600,1,0,0
10,Excellent,Medium,0,Recently Renovated,680000,0,00000,13,2330,0,0,1,0,0,1,0,2330,47.5525,2410,-121.99,3920,4063,2.75,4,2,0,1,9,680000,1,0,0
10,Excellent,Large,0,Recently Renovated,750000,0,00000,13,3190,0,0,1,0,0,1,0,3190,47.5898,3159,-121.989,9023,5615,2.75,4,2,0,1,9,750000,1,0,0
10,Excellent,Large,0,Recently Renovated,722000,0,00000,13,3190,0,0,1,0,0,1,0,3190,47.5903,3160,-121.988,5408,5773,2.75,4,2,0,1,9,722000,1,0,0
10,Excellent,Large,0,Recently Renovated,775000,0,00000,14,3500,0,0,1,0,0,1,0,3500,47.6846,3480,-122.045,6226,7222,2.75,4,2,0,1,9,775000,1,0,0
10,Excellent,Large,0,Recently Renovated,705000,0,00000,14,3000,0,0,1,0,0,1,0,3000,47.5582,3340,-122.025,6222,7222,2.75,4,2,0,1,9,705000,1,0,0
10,Excellent,Medium,0,Recently Renovated,710000,0,00000,14,2940,0,0,1,0,0,1,0,2940,47.5529,2410,-121.99,4232,4000,2.75,4,2,0,1,9,710000,1,0,0
10,Excellent,Large,0,Recently Renovated,645000,0,00000,14,2330,0,0,1,0,0,1,0,2330,47.5527,2620,-121.99,3917,4400,2.75,4,2,0,1,9,645000,1,0,0
10,Excellent,Large,0,Recently Renovated,800000,0,00000,14,3150,0,0,1,0,0,1,0,3150,47.5979,3200,-121.974,7035,7035,2.75,4,2,0,1,9,800000,1,0,0
10,Excellent,Medium,0,Recently Renovated,970000,0,00000,14,2610,990,0,1,0,0,1,0,3600,47.6487,1590,-122.388,5040,5040,2.75,4,2,0,1,9,970000,1,0,0
10,Excellent,Large,0,Recently Renovated,825000,0,00000,15,3990,0,0,1,0,0,1,0,3990,47.6835,3500,-122.045,6637,7074,2.75,4,2,0,1,9,825000,1,0,0
10,Excellent,Large,0,Recently Renovated,650000,0,00000,15,3260,0,0,1,0,0,1,0,3260,47.5414,3180,-121.864,5335,5438,2.75,4,2,0,1,9,650000,1,0,0
10,Excellent,Large,0,Recently Renovated,695000,0,00000,16,2660,0,0,1,0,0,1,0,2660,47.5993,2820,-121.977,7389,7388,2.75,4,2,0,1,9,695000,1,0,0
10,Excellent,Large,0,Recently Renovated,845000,0,00000,16,4070,0,0,1,0,0,1,0,4070,47.4843,2970,-121.752,115434,95832,2.75,4,2,0,1,9,845000,1,0,0
10,Excellent,Large,0,Recently Renovated,828200,0,00000,17,3400,0,0,1,0,0,1,0,3400,47.5661,3060,-122.123,7081,7081,2.75,4,2,0,1,9,828200,1,0,0
10,Excellent,Large,0,Recently Renovated,650000,0,00000,17,2640,0,0,1,0,0,1,0,2640,47.5788,2640,-122.059,6240,5898,2.75,4,2,0,1,9,650000,1,0,0
10,Excellent,Large,0,Recently Renovated,682000,0,00000,17,2820,0,0,1,0,0,1,0,2820,47.6,2820,-121.977,8009,7398,2.75,4,2,0,1,9,682000,1,0,0
10,Excellent,Large,0,Recently Renovated,672500,0,00000,18,2620,0,0,1,0,0,1,0,2620,47.5965,2590,-122.038,6707,6530,2.75,4,2,0,1,9,672500,1,0,0
10,Excellent,Medium,0,Recently Renovated,630000,0,00000,18,2710,0,0,1,0,0,1,0,2710,47.4634,2390,-121.987,37277,39299,2.75,4,2,0,1,9,630000,1,0,0
10,Excellent,Large,0,Recently Renovated,730000,0,00000,19,2920,0,0,1,0,0,1,0,2920,47.5646,2920,-122.124,4500,4505,2.75,4,2,0,1,9,730000,1,0,0
10,Excellent,Medium,0,Recently Renovated,587000,0,00000,19,2210,0,0,1,0,0,1,0,2210,47.5994,2460,-122.017,8430,8069,2.75,4,2,0,1,9,587000,1,0,0
10,Excellent,Medium,0,Recently Renovated,518000,0,00000,19,2520,0,0,1,0,0,1,0,2520,47.7344,2330,-121.957,14021,14007,2.75,4,2,0,1,9,518000,1,0,0
10,Excellent,Large,0,Recently Renovated,692500,0,00000,19,3710,0,0,1,0,0,1,0,3710,47.5352,2950,-121.868,7984,7984,2.75,4,2,0,1,9,692500,1,0,0
20,Excellent,Large,0,Recently Renovated,680000,0,00000,20,3310,0,0,1,0,0,1,0,3310,47.7249,3230,-122.027,50951,39340,2.75,4,2,0,1,9,680000,1,0,0
20,Excellent,Medium,0,Recently Renovated,615000,0,00000,21,3120,0,0,1,0,0,1,0,3120,47.3431,2420,-122.03,34040,25201,2.75,4,2,0,1,9,615000,1,0,0
20,Excellent,Large,0,Recently Renovated,810000,0,00000,22,3010,0,0,1,0,0,1,0,3010,47.6979,3010,-122.112,10450,10530,2.75,4,2,0,1,9,810000,1,0,0
20,Excellent,Large,0,Recently Renovated,808000,0,00000,22,3340,0,0,1,0,0,1,0,3340,47.549,3230,-122.096,7230,7529,2.75,4,2,0,1,9,808000,1,0,0
20,Excellent,Medium,0,Recently Renovated,1080000,0,00000,23,3160,0,0,1,0,0,1,0,3160,47.6367,1890,-121.958,42733,24000,2.75,4,2,0,1,9,1080000,1,0,0
20,Excellent,Large,0,Recently Renovated,535000,0,00000,23,2710,0,0,1,0,0,1,0,2710,47.4745,2710,-121.724,45963,33955,2.75,4,2,0,1,9,535000,1,0,0
20,Excellent,Medium,0,Recently Renovated,499000,0,00000,26,2250,0,0,1,0,0,1,0,2250,47.7353,2450,-121.962,14149,14027,2.75,4,2,0,1,9,499000,1,0,0
20,Excellent,Large,0,Recently Renovated,669850,0,00000,29,2550,0,0,1,0,0,1,0,2550,47.5302,2670,-122.147,7591,7796,2.75,4,2,0,1,9,669888,1,0,0
30,Excellent,Large,0,Recently Renovated,385000,0,00000,34,2700,0,0,1,0,0,1,0,2700,47.3496,2700,-122.088,37011,37457,2.75,4,2,0,1,9,385000,1,0,0
30,Excellent,Medium,0,Recently Renovated,623000,0,00000,34,2300,0,0,1,0,0,1,0,2300,47.6218,2240,-122.032,12633,9246,2.75,4,2,0,1,9,623000,1,0,0
0,Excellent,Medium,0,Recently Renovated,1110000,0,00000,4,2180,590,0,1,0,0,1,0,2770,47.6435,1820,-122.354,2650,2960,3,4,2,0,1,9,1110000,1,0,0
0,Excellent,Large,0,Recently Renovated,421500,0,00000,9,2793,0,0,1,0,0,1,0,2793,47.3682,2793,-122.178,5703,5704,3,4,2,0,1,9,421500,1,0,0
10,Excellent,Large,0,Recently Renovated,649500,0,00000,10,3150,0,0,1,0,0,1,0,3150,47.5279,2680,-122.199,6599,9430,3,4,2,0,1,9,649500,1,0,0
10,Excellent,Large,0,Recently Renovated,850000,0,00000,11,3070,0,0,1,0,0,1,0,3070,47.7079,3200,-122.107,7150,6984,3,4,2,0,1,9,850000,1,0,0
10,Excellent,Medium,0,Recently Renovated,585000,0,00000,11,1710,400,0,1,0,0,1,0,2110,47.5444,2000,-122.014,1286,1286,3,4,2,0,1,9,585000,1,0,0
10,Excellent,Large,0,Recently Renovated,731650,0,00000,12,2630,0,0,1,0,0,1,0,2630,47.6952,3460,-122.133,5772,6158,3,4,2,0,1,9,731688,1,0,0
10,Excellent,Large,0,Recently Renovated,765000,0,00000,12,3400,1010,0,1,0,0,1,0,4410,47.5392,4390,-121.861,5104,5537,3,4,2,0,1,9,765000,1,0,0
10,Excellent,Large,0,Recently Renovated,370000,0,00000,13,2490,0,0,1,0,0,1,0,2490,47.3509,2650,-122.165,5706,5880,3,4,2,0,1,9,370000,1,0,0
10,Excellent,Large,0,Recently Renovated,701000,0,00000,15,2910,0,0,1,0,0,1,0,2910,47.5223,3040,-122.156,8540,6091,3,4,2,0,1,9,701000,1,0,0
10,Excellent,Large,0,Recently Renovated,810000,0,00000,15,3990,0,0,1,0,0,1,0,3990,47.6857,3370,-122.046,7838,6814,3,4,2,0,1,9,810000,1,0,0
10,Excellent,Large,0,Recently Renovated,900000,0,00000,15,3810,0,0,1,0,0,1,0,3810,47.7696,2580,-122.021,217800,217364,3,4,2,0,1,9,900000,1,0,0
10,Excellent,Large,0,Recently Renovated,705000,0,00000,17,3150,0,0,1,0,0,1,0,3150,47.5959,3150,-122.018,9318,9318,3,4,2,0,1,9,705000,1,0,0
10,Excellent,Large,0,Recently Renovated,727000,0,00000,17,3150,0,0,1,0,0,1,0,3150,47.5962,3150,-122.018,9703,8819,3,4,2,0,1,9,727000,1,0,0
10,Excellent,Large,0,Recently Renovated,695000,0,00000,17,3150,0,0,1,0,0,1,0,3150,47.5974,2970,-122.017,9130,6228,3,4,2,0,1,9,695000,1,0,0
10,Excellent,Large,0,Recently Renovated,680000,0,00000,17,3150,0,0,1,0,0,1,0,3150,47.5968,3150,-122.017,6175,6986,3,4,2,0,1,9,680000,1,0,0
10,Excellent,Large,0,Recently Renovated,700000,0,00000,18,3150,0,0,1,0,0,1,0,3150,47.5972,2970,-122.018,7778,6500,3,4,2,0,1,9,700000,1,0,0
10,Excellent,Medium,0,Recently Renovated,950000,0,00000,19,3230,0,0,1,0,0,1,0,3230,47.4141,1600,-122.47,438213,144619,3,4,2,0,1,9,950000,1,0,0
10,Excellent,Large,0,Recently Renovated,770000,0,00000,19,2800,0,0,1,0,0,1,0,2800,47.6123,2780,-122.007,9127,8165,3,4,2,0,1,9,770000,1,0,0
20,Excellent,Large,0,Recently Renovated,920000,0,00000,23,3130,0,0,1,0,0,1,0,3130,47.5599,3250,-122.118,12381,10049,3,4,2,0,1,9,920000,1,0,0
20,Excellent,Medium,0,Recently Renovated,857000,0,00000,27,3720,0,0,1,0,0,1,0,3720,47.6907,1610,-122.161,29043,23000,3,4,2,0,1,9,857000,1,0,0
20,Excellent,Large,0,Recently Renovated,449950,0,00000,28,3290,0,0,1,0,0,1,0,3290,47.3904,2810,-122.178,10783,10783,3,4,2,0,1,9,449950,1,0,0
20,Excellent,Large,0,Recently Renovated,430000,0,00000,28,2450,770,0,1,0,0,1,0,3220,47.4208,2810,-122.213,8936,10500,3,4,2,0,1,9,430000,1,0,0
30,Excellent,Large,0,Recently Renovated,869000,0,00000,30,3060,680,0,1,0,0,1,0,3740,47.7505,3240,-122.117,30884,37031,3,4,2,0,1,9,869000,1,0,0
30,Excellent,Large,0,Recently Renovated,835000,0,00000,31,4480,0,0,1,0,0,1,0,4480,47.7711,3140,-122.088,42717,41632,3,4,2,0,1,9,835000,1,0,0
40,Excellent,Large,0,Recently Renovated,855000,0,00000,40,3090,0,0,1,0,0,1,0,3090,47.6359,3120,-122.159,35074,35150,3,4,2,0,1,9,855000,1,0,0
0,Excellent,Medium,0,Recently Renovated,920000,0,00000,3,1540,650,0,1,0,0,1,0,2190,47.6178,1730,-122.29,4265,4265,3.25,4,2,0,1,9,920000,1,0,0
0,Excellent,Medium,0,Recently Renovated,595000,0,00000,3,2760,970,0,1,0,0,1,0,3730,47.6725,1800,-122.33,4560,4560,3.25,4,2,0,1,9,595000,1,0,0
0,Excellent,Small,0,Recently Renovated,715000,0,00000,4,2630,0,0,1,0,0,1,0,2630,47.5459,1370,-122.377,7770,7770,3.25,4,2,0,1,9,715000,1,0,0
0,Excellent,Large,0,Recently Renovated,749950,0,00000,4,3430,0,0,1,0,0,1,0,3430,47.776,3360,-122.173,9870,9724,3.25,4,2,0,1,9,749995,1,0,0
0,Excellent,Large,0,Recently Renovated,852850,0,00000,4,3450,0,0,1,0,0,1,0,3450,47.6072,3020,-122.054,6184,5369,3.25,4,2,0,1,9,852880,1,0,0
0,Excellent,Large,0,Recently Renovated,1050000,0,00000,4,3830,0,0,1,0,0,1,0,3830,47.6906,4080,-122.019,8331,8425,3.25,4,2,0,1,9,1050000,1,0,0
0,Excellent,Large,0,Recently Renovated,963950,0,00000,4,3830,0,0,1,0,0,1,0,3830,47.685,3830,-122.016,6765,6507,3.25,4,2,0,1,9,963990,1,0,0
0,Excellent,Large,0,Recently Renovated,699150,0,00000,4,3250,0,0,1,0,0,1,0,3250,47.5178,3250,-121.887,5478,5482,3.25,4,2,0,1,9,699188,1,0,0
0,Excellent,Large,0,Recently Renovated,1030000,0,00000,4,3110,160,0,1,0,0,1,0,3270,47.6966,3600,-122.133,5187,5825,3.25,4,2,0,1,9,1030000,1,0,0
0,Excellent,Medium,0,Recently Renovated,760000,0,00000,4,2060,630,0,1,0,0,1,0,2690,47.532,1810,-122.384,3995,4590,3.25,4,2,0,1,9,760000,1,0,0
0,Excellent,Medium,0,Recently Renovated,579000,0,00000,4,1250,650,0,1,0,0,1,0,1900,47.5869,1710,-122.311,2631,4502,3.25,4,2,0,1,9,579000,1,0,0
0,Excellent,Small,0,Recently Renovated,1129550,0,00000,4,2380,700,0,1,0,0,1,0,3080,47.6845,1410,-122.359,4120,4120,3.25,4,2,0,1,9,1129575,1,0,0
0,Excellent,Medium,0,Recently Renovated,1050000,0,00000,5,2930,0,0,1,0,0,1,0,2930,47.5514,2400,-122.023,25020,32374,3.25,4,2,0,1,9,1050000,1,0,0
0,Excellent,Large,0,Recently Renovated,795000,0,00000,6,3520,0,0,1,0,0,1,0,3520,47.6869,3220,-122.019,5250,5781,3.25,4,2,0,1,9,795000,1,0,0
0,Excellent,Large,0,Recently Renovated,955000,0,00000,6,3720,0,0,1,0,0,1,0,3720,47.688,3100,-122.018,6765,6790,3.25,4,2,0,1,9,955000,1,0,0
0,Excellent,Large,0,Recently Renovated,789500,0,00000,8,3240,0,0,1,0,0,1,0,3240,47.695,3320,-122.022,4852,5318,3.25,4,2,0,1,9,789500,1,0,0
0,Excellent,Large,0,Recently Renovated,840000,0,00000,8,3500,0,0,1,0,0,1,0,3500,47.6944,3390,-122.022,5960,6856,3.25,4,2,0,1,9,840000,1,0,0
0,Excellent,Medium,0,Recently Renovated,450800,0,00000,9,2510,0,0,1,0,0,1,0,2510,47.5028,1590,-122.17,5311,9583,3.25,4,2,0,1,9,450800,1,0,0
10,Excellent,Medium,0,Recently Renovated,720000,0,00000,10,3276,0,0,1,0,0,1,0,3276,47.4585,2010,-122.361,10801,11656,3.25,4,2,0,1,9,720000,1,0,0
10,Excellent,Medium,0,Recently Renovated,810000,0,00000,11,4140,0,0,1,0,0,1,0,4140,47.7647,2060,-122.213,46173,43103,3.25,4,2,0,1,9,810000,1,0,0
10,Excellent,Medium,0,Recently Renovated,800000,0,00000,11,3540,0,0,1,0,0,1,0,3540,47.6285,1940,-121.899,159430,392040,3.25,4,2,0,1,9,800000,1,0,0
10,Excellent,Medium,0,Recently Renovated,1129550,0,00000,11,2190,770,0,1,0,0,1,0,2960,47.6526,2150,-122.372,4296,6000,3.25,4,2,0,1,9,1129575,1,0,0
10,Excellent,Medium,0,Recently Renovated,1010000,0,00000,11,2640,970,0,1,0,0,1,0,3610,47.658,1980,-122.396,4000,4000,3.25,4,2,0,1,9,1010000,1,0,0
10,Excellent,Large,0,Recently Renovated,709950,0,00000,12,3130,780,0,1,0,0,1,0,3910,47.5389,4410,-121.86,6293,6015,3.25,4,2,0,1,9,709950,1,0,0
10,Excellent,Medium,0,Recently Renovated,825000,0,00000,12,2390,810,0,1,0,0,1,0,3200,47.664,1830,-122.402,4477,4920,3.25,4,2,0,1,9,825000,1,0,0
10,Excellent,Large,0,Recently Renovated,799000,0,00000,13,2370,750,0,1,0,0,1,0,3120,47.69,2520,-122.299,5000,6000,3.25,4,2,0,1,9,799000,1,0,0
10,Excellent,Large,0,Recently Renovated,1129550,0,00000,14,4250,0,0,1,0,0,1,0,4250,47.6154,2830,-122.21,8570,12821,3.25,4,2,0,1,9,1129575,1,0,0
10,Excellent,Large,0,Recently Renovated,866000,0,00000,14,3990,0,0,1,0,0,1,0,3990,47.6784,3920,-122.026,9786,8200,3.25,4,2,0,1,9,866000,1,0,0
10,Excellent,Large,0,Recently Renovated,707000,0,00000,14,3200,0,0,1,0,0,1,0,3200,47.5886,3120,-121.989,7081,6094,3.25,4,2,0,1,9,707000,1,0,0
10,Excellent,Large,0,Recently Renovated,830000,0,00000,14,3330,0,0,1,0,0,1,0,3330,47.5977,3100,-121.976,7809,6465,3.25,4,2,0,1,9,830000,1,0,0
10,Excellent,Large,0,Recently Renovated,1129550,0,00000,14,2870,460,0,1,0,0,1,0,3330,47.6836,2550,-122.208,9000,6349,3.25,4,2,0,1,9,1129575,1,0,0
10,Excellent,Large,0,Recently Renovated,751000,0,00000,14,2370,720,0,1,0,0,1,0,3090,47.7058,3630,-122.131,9571,9110,3.25,4,2,0,1,9,751000,1,0,0
10,Excellent,Large,0,Recently Renovated,840000,0,00000,14,2280,880,0,1,0,0,1,0,3160,47.536,3160,-122.066,6327,5946,3.25,4,2,0,1,9,840000,1,0,0
10,Excellent,Large,0,Recently Renovated,290500,0,00000,15,2510,0,0,1,0,0,1,0,2510,47.4785,2510,-122.228,7686,6732,3.25,4,2,0,1,9,290500,1,0,0
10,Excellent,Large,0,Recently Renovated,689900,0,00000,15,2060,680,0,1,0,0,1,0,2740,47.5346,3030,-122.066,7266,6546,3.25,4,2,0,1,9,689900,1,0,0
10,Excellent,Large,0,Recently Renovated,788000,0,00000,15,2840,840,0,1,0,0,1,0,3680,47.5367,3620,-122.067,5759,6006,3.25,4,2,0,1,9,788000,1,0,0
10,Excellent,Large,0,Recently Renovated,929000,0,00000,16,4030,0,0,1,0,0,1,0,4030,47.6617,3470,-122.026,57499,57499,3.25,4,2,0,1,9,929000,1,0,0
10,Excellent,Large,0,Recently Renovated,770000,0,00000,17,3060,1210,0,1,0,0,1,0,4270,47.5362,2850,-121.874,6384,6285,3.25,4,2,0,1,9,770000,1,0,0
10,Excellent,Large,0,Recently Renovated,1129550,0,00000,19,2150,830,0,1,0,0,1,0,2980,47.6352,2980,-122.284,3600,4800,3.25,4,2,0,1,9,1129575,1,0,0
20,Excellent,Large,0,Recently Renovated,558000,0,00000,21,2460,700,0,1,0,0,1,0,3160,47.5153,2900,-122.178,8876,10000,3.25,4,2,0,1,9,558000,1,0,0
20,Excellent,Medium,0,Recently Renovated,429900,0,00000,27,2380,930,0,1,0,0,1,0,3310,47.2655,2490,-122.31,8897,8638,3.25,4,2,0,1,9,429900,1,0,0
30,Excellent,Large,0,Recently Renovated,775000,0,00000,37,2500,1600,0,1,0,0,1,0,4100,47.7302,3770,-122.096,241322,87821,3.25,4,2,0,1,9,775000,1,0,0
0,Excellent,Medium,0,Recently Renovated,899000,0,00000,3,1780,710,0,1,0,0,1,0,2490,47.5499,1710,-122.393,5500,5500,3.5,4,2,0,1,9,899000,1,0,0
0,Excellent,Large,0,Recently Renovated,1129550,0,00000,3,2460,1020,0,1,0,0,1,0,3480,47.6356,2620,-122.281,4000,4000,3.5,4,2,0,1,9,1129575,1,0,0
0,Excellent,Medium,0,Recently Renovated,1129550,0,00000,4,3150,0,0,1,0,0,1,0,3150,47.6644,1550,-122.293,5500,4200,3.5,4,2,0,1,9,1129575,1,0,0
0,Excellent,Large,0,Recently Renovated,989950,0,00000,4,3830,0,0,1,0,0,1,0,3830,47.7049,3640,-122.126,7150,6055,3.5,4,2,0,1,9,989990,1,0,0
0,Excellent,Large,0,Recently Renovated,939000,0,00000,4,3640,0,0,1,0,0,1,0,3640,47.7049,3590,-122.125,6049,6104,3.5,4,2,0,1,9,939000,1,0,0
0,Excellent,Large,0,Recently Renovated,922750,0,00000,4,3560,0,0,1,0,0,1,0,3560,47.6178,3540,-122.055,4951,5500,3.5,4,2,0,1,9,922755,1,0,0
0,Excellent,Large,0,Recently Renovated,963950,0,00000,4,3915,0,0,1,0,0,1,0,3915,47.6844,3830,-122.016,6364,6507,3.5,4,2,0,1,9,963990,1,0,0
0,Excellent,Large,0,Recently Renovated,994900,0,00000,4,3695,0,0,1,0,0,1,0,3695,47.683,4160,-122.015,6556,6786,3.5,4,2,0,1,9,994900,1,0,0
0,Excellent,Large,0,Recently Renovated,633600,0,00000,4,2960,0,0,1,0,0,1,0,2960,47.5183,2960,-121.886,6000,6000,3.5,4,2,0,1,9,633634,1,0,0
0,Excellent,Medium,0,Recently Renovated,790000,0,00000,4,2250,470,0,1,0,0,1,0,2720,47.5371,1600,-122.388,3000,4600,3.5,4,2,0,1,9,790000,1,0,0
0,Excellent,Large,0,Recently Renovated,855000,0,00000,4,2370,520,0,1,0,0,1,0,2890,47.5754,3490,-122.071,5911,6093,3.5,4,2,0,1,9,855000,1,0,0
0,Excellent,Large,0,Recently Renovated,998000,0,00000,4,2850,650,0,1,0,0,1,0,3500,47.5481,3640,-122.103,43560,40545,3.5,4,2,0,1,9,998000,1,0,0
